,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,Zuco_id,group_id,recruitment_ethnicity,recruitment_age,sst2_id,sst2_split,rationale_binary,annotator_ID
77,QID1035,258,The sort of movie that gives tastelessness a bad rap.,negative,negative,2,"tastelessness,a,bad,rap.","[6, 7, 8, 9]",52,African,Female,Very well,PASSED,692,BO,Black/African American,>=38,1377,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",161
78,QID959,220,"So young, so smart, such talent, such a wise ***.",positive,positive,1,"So,young,,so,smart,,such,talent,","[0, 1, 2, 3, 4, 5]",38,Black/African American,Male,Very well,PASSED,636,BO,Black/African American,>=38,1385,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",206
79,QID583,32,The film seems a dead weight.,negative,negative,2,"The,film,dead,weight.","[0, 1, 4, 5]",42,Black/African American,Male,Very well,PASSED,350,BO,Black/African American,>=38,1404,test,"[1, 1, 0, 0, 1, 1]",207
80,QID977,229,"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable.",positive,positive,1,"tremendous,chemistry,palpable.","[4, 5, 17]",38,Black/African American,Male,Very well,PASSED,651,BO,Black/African American,>=38,1453,train,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",206
81,QID569,25,Flaccid drama and exasperatingly slow journey.,negative,negative,2,"Flaccid,exasperatingly,slow","[0, 3, 4]",79,Black/African American,Male,Very well,PASSED,341,BO,Black/African American,>=38,1506,test,"[1, 0, 0, 1, 1, 0]",189
82,QID631,56,"Suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video.",negative,negative,2,"Suffers,repetitive,drabness","[0, 3, 8]",38,Black/African American,Female,Very well,PASSED,383,BO,Black/African American,>=38,1520,test,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",204
83,QID761,121,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment.,positive,positive,1,"and,lyrical","[2, 3]",50,Black/African American,Female,Very well,PASSED,472,BO,Black/African American,>=38,1537,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12
84,QID911,196,It's never a good sign when a film's star spends the entirety of the film in a coma.,negative,negative,2,"entirety,coma.","[11, 17]",44,Black/African American,Female,Very well,PASSED,587,BO,Black/African American,>=38,1598,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",160
85,QID537,9,"The acting is stiff, the story lacks all trace of wit, the sets look like they were borrowed from Gilligan's Island -- and the CGI Scooby might well be the worst special-effects creation of the year.",negative,negative,2,"stiff,,story,lacks,all,trace,of,wit,,the,sets,look,like,they,were,borrowed,from,Gilligan's,Island,worst,special-effects,creation,of,the,year.","[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 30, 31, 32, 33, 34, 35]",41,African,Female,Very well,PASSED,317,BO,Black/African American,>=38,1615,test,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",126
86,QID773,127,... a roller-coaster ride of a movie,positive,positive,1,"roller-coaster,ride","[2, 3]",50,Black/African American,Female,Very well,PASSED,483,BO,Black/African American,>=38,1651,test,"[0, 0, 1, 1, 0, 0, 0]",12
87,QID745,113,An atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding.,negative,negative,2,"atonal,estrogen,opera","[1, 2, 3]",38,Black/African American,Male,Well,PASSED,463,BO,Black/African American,>=38,1664,test,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",163
88,QID533,7,A work of astonishing delicacy and force.,positive,positive,1,"astonishing,delicacy,force.","[3, 4, 6]",41,African,Female,Very well,PASSED,312,BO,Black/African American,>=38,1702,test,"[0, 0, 0, 1, 1, 0, 1]",126
89,QID909,195,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,positive,positive,1,"art,giddily,entertaining.","[20, 23, 24]",44,Black/African American,Female,Very well,PASSED,585,BO,Black/African American,>=38,1730,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",160
90,QID633,57,Features one of the most affecting depictions of a love affair ever committed to film.,positive,positive,1,"affecting,depictions,ever","[5, 6, 11]",38,Black/African American,Female,Very well,PASSED,386,BO,Black/African American,>=38,1749,train,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",204
91,QID595,38,"But here's the real damn: It isn't funny, either.",negative,negative,2,"here's,the,real,damn:,It,isn't,funny,,either.","[1, 2, 3, 4, 5, 6, 7, 8]",42,Black/African American,Male,Very well,PASSED,356,BO,Black/African American,>=38,1751,test,"[0, 1, 1, 1, 1, 1, 1, 1, 1]",207
92,QID891,186,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me.",negative,negative,2,"Why,he,was,given,free,reign,is,beyond,me.","[0, 1, 2, 3, 4, 5, 17, 18, 19]",43,Black/African American,Female,Very well,PASSED,569,BO,Black/African American,>=38,1761,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",70
93,QID869,175,"The movie is a blast of educational energy, as bouncy animation and catchy songs escort you through the entire 85 minutes.",positive,positive,1,"blast,of,educational,energy,","[4, 5, 6, 7]",55,Black/African American,Female,Very well,PASSED,549,BO,Black/African American,>=38,1774,test,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4
94,QID853,167,"Pacino and Williams seem to keep upping the ante on each other, just as their characters do in the film.",positive,no sentiment,3,"seem,to,keep,upping,the,ante","[3, 4, 5, 6, 7, 8]",58,Black/African American,Female,Very well,PASSED,537,BO,Black/African American,>=38,1784,train,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72
95,QID817,149,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.",positive,no sentiment,3,"Diesel,is,that,rare,creature","[2, 3, 4, 5, 6]",67,Black/African American,Female,Very well,PASSED,510,BO,Black/African American,>=38,2018,train,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",203
96,QID883,182,"A work of extraordinary journalism, but it is also a work of deft and subtle poetry.",positive,positive,1,"work,of,extraordinary,journalism,","[1, 2, 3, 4]",43,Black/African American,Female,Very well,PASSED,562,BO,Black/African American,>=38,2143,train,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",70
97,QID551,16,"For the rest of us, sitting through Dahmer's two hours amounts to little more than punishment.",negative,negative,2,"more,than,punishment.","[13, 14, 15]",49,Black/African American,Male,Very well,PASSED,330,BO,Black/African American,>=38,2487,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",1
98,QID663,72,"Just about the best straight-up, old-school horror film of the last 15 years.",positive,positive,1,best,[3],77,Black/African American,Female,Very well,PASSED,408,BO,Black/African American,>=38,3578,train,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
99,QID539,10,"There's no palpable chemistry between Lopez and male lead Ralph Fiennes, plus the script by Working Girl scribe Kevin Wade is workmanlike in the extreme.",negative,negative,2,"no,palpable,chemistry,workmanlike,in,the,extreme.","[1, 2, 3, 21, 22, 23, 24]",49,Black/African American,Male,Very well,PASSED,319,BO,Black/African American,>=38,3613,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",1
100,QID857,169,Intriguing and downright intoxicating.,positive,positive,1,"Intriguing,and,intoxicating.","[0, 1, 3]",58,Black/African American,Female,Very well,PASSED,542,BO,Black/African American,>=38,3951,train,"[1, 1, 0, 1]",72
101,QID813,147,The cumulative effect of the movie is repulsive and depressing.,negative,negative,2,"repulsive,and,depressing.","[7, 8, 9]",67,Black/African American,Female,Very well,PASSED,507,BO,Black/African American,>=38,4004,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",203
103,QID739,110,This is one of those war movies that focuses on human interaction rather than battle and action sequences... and it's all the stronger because of it.,positive,positive,1,"and,it's,all,the,stronger,because,of,it.","[18, 19, 20, 21, 22, 23, 24, 25]",38,Black/African American,Male,Well,PASSED,460,BO,Black/African American,>=38,4878,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",163
104,QID807,144,The movie slides downhill as soon as macho action conventions assert themselves.,negative,negative,2,"movie,slides,downhill","[1, 2, 3]",67,Black/African American,Female,Very well,PASSED,504,BO,Black/African American,>=38,4903,train,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",203
105,QID907,194,"Hard, endearing, caring, warm.",positive,positive,1,"endearing,,caring,,warm.","[1, 2, 3]",44,Black/African American,Female,Very well,PASSED,583,BO,Black/African American,>=38,5252,train,"[0, 1, 1, 1]",160
107,QID839,160,"Armed with a game supporting cast, from the pitch-perfect Forster to the always hilarious Meara and Levy, Like Mike shoots and scores, doing its namesake proud.",positive,positive,1,"the,pitch-perfect,Forster,always,hilarious,Mike,shoots,and,scores,","[7, 8, 9, 12, 13, 18, 19, 20, 21]",58,Black/African American,Female,Very well,PASSED,526,BO,Black/African American,>=38,5395,train,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]",72
108,QID795,138,"It's a hoot watching The Rock chomp on jumbo ants, pull an arrow out of his back, and leap unscathed through raging fire!",positive,positive,1,"hoot,chomp,jumbo,ants,,pull,arrow,leap,unscathed,raging,fire!","[2, 6, 8, 9, 10, 12, 18, 19, 21, 22]",44,Black/African American,Female,Very well,PASSED,496,BO,Black/African American,>=38,5863,train,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",15
109,QID639,60,"... a solid, well-formed satire.",positive,positive,1,"well-formed,satire.","[3, 4]",49,Black/British,Female,Very well,PASSED,389,BO,Black/African American,>=38,6153,train,"[0, 0, 0, 1, 1]",60
110,QID671,76,Feels less like a cousin to Blade Runner than like a bottom-feeder sequel in the Escape From New York series.,negative,negative,2,bottom-feeder,[11],77,Black/African American,Female,Very well,PASSED,412,BO,Black/African American,>=38,6956,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50
111,QID889,185,"The director, with his fake backdrops and stately pacing, never settles on a consistent tone.",negative,negative,2,"fake,backdrops,stately,pacing,,never,settles,on,consistent,tone.","[4, 5, 7, 8, 9, 10, 11, 13, 14]",43,Black/African American,Female,Very well,PASSED,568,BO,Black/African American,>=38,7076,train,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1]",70
112,QID969,225,Godard's ode to tackling life's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess... In Praise of Love remains a ponderous and pretentious endeavor that's unfocused and tediously exasperating.,negative,negative,2,"rambling,incoherent,manifesto,ponderous,pretentious,unfocused,tediously,exasperating.","[8, 10, 11, 24, 26, 29, 31, 32]",38,Black/African American,Male,Very well,PASSED,644,BO,Black/African American,>=38,7290,train,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1]",206
113,QID999,240,"A profoundly stupid affair, populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility.",negative,negative,2,"profoundly,stupid,affair,,hackneyed,meanspirited,storyline,cardboard,characters,performers,who,value,cash,above,credibility.","[1, 2, 3, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",39,Black/African American,Male,Very well,PASSED,668,BO,Black/African American,>=38,7513,train,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",5
114,QID905,193,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.",positive,positive,1,"delicious,glorious","[1, 21]",44,Black/African American,Female,Very well,PASSED,579,BO,Black/African American,>=38,7615,train,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",160
115,QID759,120,A small movie with a big impact.,positive,positive,1,"big,impact.","[5, 6]",50,Black/African American,Female,Very well,PASSED,471,BO,Black/African American,>=38,7709,train,"[0, 0, 0, 0, 0, 1, 1]",12
116,QID597,39,... something appears to have been lost in the translation this time.,negative,no sentiment,3,translation,[9],42,Black/African American,Male,Very well,PASSED,359,BO,Black/African American,>=38,7967,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",207
117,QID851,166,The film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work.,positive,positive,1,"film,is,darkly,funny","[1, 2, 3, 4]",58,Black/African American,Female,Very well,PASSED,535,BO,Black/African American,>=38,8114,train,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72
118,QID587,34,"I did go back and check out the last 10 minutes, but these were more repulsive than the first 30 or 40 minutes.",negative,negative,2,"repulsive,than,the,first,30,or,40,minutes.","[15, 16, 17, 18, 19, 20, 21, 22]",42,Black/African American,Male,Very well,PASSED,352,BO,Black/African American,>=38,8170,train,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]",207
119,QID793,137,``Simone'' is a fun and funky look into an artificial creation in a world that thrives on artificiality.,positive,positive,1,"``Simone'',fun,funky,thrives","[0, 3, 5, 15]",44,Black/African American,Female,Very well,PASSED,495,BO,Black/African American,>=38,8193,train,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",15
120,QID775,128,"A colorful, vibrant introduction to a universal human impulse, lushly photographed and beautifully recorded.",positive,positive,1,"colorful,,vibrant,lushly,photographed,beautifully,recorded.","[1, 2, 9, 10, 12, 13]",50,Black/African American,Female,Very well,PASSED,484,BO,Black/African American,>=38,8273,train,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]",12
121,QID723,102,Allen's funniest and most likeable movie in years.,positive,positive,1,"funniest,most,likeable","[1, 3, 4]",50,Black/African American,Female,Very well,PASSED,452,BO,Black/African American,>=38,8739,train,"[0, 1, 0, 1, 1, 0, 0, 0]",151
122,QID693,87,"A fiercely clever and subtle film, capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries.",positive,positive,1,"clever,subtle,extravagant,confidence,cruel,earnestness,victorious,revolutionaries.","[2, 4, 12, 13, 20, 21, 24, 25]",76,African,Male,Very well,PASSED,429,BO,Black/African American,>=38,8873,train,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1]",45
123,QID971,226,"We never truly come to care about the main characters and whether or not they'll wind up together, and Michele's spiritual quest is neither amusing nor dramatic enough to sustain interest.",negative,negative,2,"never,truly,care,neither,amusing,nor,dramatic,enough","[1, 2, 5, 23, 24, 25, 26, 27]",38,Black/African American,Male,Very well,PASSED,646,BO,Black/African American,>=38,9141,train,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",206
124,QID957,219,... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season.,negative,negative,2,"about,as,exciting,to,watch,as,two,last-place,basketball,teams,playing,one,another,on,the,final,day,of,the,season.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",40,Black/African American,Male,Very well,PASSED,629,BO,Black/African American,>=38,9194,train,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",93
125,QID665,73,"Gosling creates a staggeringly compelling character, a young man whose sharp intellect is at the very root of his contradictory, self-hating, self-destructive ways.",positive,positive,1,"staggeringly,compelling","[3, 4]",77,Black/African American,Female,Very well,PASSED,409,BO,Black/African American,>=38,9219,train,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",50
127,QID605,43,Everything was as superficial as the forced New Jersey lowbrow accent Uma had.,negative,negative,2,"forced,lowbrow","[6, 9]",49,Black/African American,Female,Very well,PASSED,364,BO,Black/African American,>=38,11118,train,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",9
128,QID667,74,"I thought the relationships were wonderful, the comedy was funny, and the love `real'.",positive,positive,1,"wonderful,,`real'.","[5, 13]",77,Black/African American,Female,Very well,PASSED,410,BO,Black/African American,>=38,11703,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",50
129,QID997,239,Griffin & Co. manage to be spectacularly outrageous.,positive,positive,1,"spectacularly,outrageous.","[6, 7]",39,Black/African American,Male,Very well,PASSED,667,BO,Black/African American,>=38,12341,train,"[0, 0, 0, 0, 0, 0, 1, 1]",5
130,QID689,85,It's a great American adventure and a wonderful film to bring to IMAX.,positive,positive,1,"great,American,adventure,wonderful,film","[2, 3, 4, 7, 8]",76,African,Male,Very well,PASSED,425,BO,Black/African American,>=38,12370,train,"[0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]",45
131,QID1019,250,"The art direction is often exquisite, and the anthropomorphic animal characters are beautifully realized through clever makeup design, leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack.",positive,positive,1,"exquisite,,beautifully,clever","[5, 12, 15]",49,Black/African American,Male,Very well,PASSED,681,BO,Black/African American,>=38,12467,train,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",20
132,QID629,55,"One of the finest, most humane and important Holocaust movies ever made.",positive,positive,1,"finest,,humane,important","[3, 5, 7]",38,Black/African American,Female,Very well,PASSED,382,BO,Black/African American,>=38,13237,train,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",204
